language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
BURUM	bmu	eye	1248	40	ce	4	c e	
ONO	ons	eye	1248	40	dei	4	d e i	"stem, ""its eye"""
KOMBA	kpf	eye	1248	40	si	4	s i	"stem, ""its eye"""
SELEPET	spl	eye	1248	40	sen	4	s e n	"stem, ""its eye"""
TIMBE	tim	eye	1248	40	dewun	5	d e w u n	"stem, ""its eye"""
NABAK	naf	eye	1248	40	ci	4	c i	"stem, ""its eye"""
MOMOLILI	mci	eye	1248	40	ci	4	c i	"stem, ""its eye"""
KATE	kmg	nose	1221	41	soke	1	s o k e	"stem, ""its nose"""
MAPE_2	mlh	nose	1221	41	siko	1	s i k o	
DEDUA	ded	nose	1221	41	soge	1	s o g e	"stem, ""its nose"""
HUBE	kgf	nose	1221	41	sere	2	s e r e	"stem, ""its nose"""
TOBO	tbv	nose	1221	41	sohori	3	s o h o r i	"stem, ""its nose"""
KOSORONG	ksr	nose	1221	41	sewaN	4	s e w a N	
MINDIK	bmu	nose	1221	41	soNgoro	3	s o N g o r o	
BURUM	bmu	nose	1221	41	sohoro	3	s o h o r o	
ONO	ons	nose	1221	41	sot	5	s o t	"stem, ""its nose"""
KOMBA	kpf	nose	1221	41	sogon	3	s o g o n	"stem, ""its nose"""
SELEPET	spl	nose	1221	41	home	6	h o m e	"stem, ""its nose"""
TIMBE	tim	nose	1221	41	home	6	h o m e	"stem, ""its nose"""
NABAK	naf	nose	1221	41	NiN3N	7	N i N 3 N	"stem, ""its nose"""
MOMOLILI	mci	nose	1221	41	siNg~eN	8	s i Ng~ e N	"stem, ""its nose"""
KATE	kmg	tooth	1380	43	mi7	1	m i 7	"stem, ""its tooth"""
MAPE_2	mlh	tooth	1380	43	misio	2	m i s i o	
DEDUA	ded	tooth	1380	43	enar	3	e n a r	"stem, ""its tooth"""
HUBE	kgf	tooth	1380	43	cegl~	4	c e gl~	"stem, ""its tooth"""
TOBO	tbv	tooth	1380	43	cot	4	c o t	"stem, ""its tooth"""
KOSORONG	ksr	tooth	1380	43	cot	4	c o t	
MINDIK	bmu	tooth	1380	43	cot	4	c o t	
BURUM	bmu	tooth	1380	43	cit	4	c i t	
ONO	ons	tooth	1380	43	Net	5	N e t	"stem, ""its tooth"""
KOMBA	kpf	tooth	1380	43	sot	4	s o t	"stem, ""its tooth"""
SELEPET	spl	tooth	1380	43	sot	4	s o t	"stem, ""its tooth"""
TIMBE	tim	tooth	1380	43	dot	4	d o t	"stem, ""its tooth"""
NABAK	naf	tooth	1380	43	cet	4	c e t	"stem, ""its tooth"""
MOMOLILI	mci	tooth	1380	43	c3t	4	c 3 t	"stem, ""its tooth"""
KATE	kmg	tongue	1205	44	nameN	1	n a m e N	"stem, ""its tongue"""
MAPE_2	mlh	tongue	1205	44	eroN	2	e r o N	
DEDUA	ded	tongue	1205	44	nameN	1	n a m e N	"stem, ""its tongue"""
HUBE	kgf	tongue	1205	44	eceraN	3	e c e r a N	"stem, ""its tongue"""
TOBO	tbv	tongue	1205	44	ecelom	3	e c e l o m	"stem, ""its tongue"""
KOSORONG	ksr	tongue	1205	44	neselaN	3	n e s e l a N	
MINDIK	bmu	tongue	1205	44	nesolam	3	n e s o l a m	
BURUM	bmu	tongue	1205	44	neselam	3	n e s e l a m	
ONO	ons	tongue	1205	44	belakami	4	b e l a k a m i	?its tongue?
KOMBA	kpf	tongue	1205	44	nobolam	3	n o b o l a m	"stem, ""its tongue"""
SELEPET	spl	tongue	1205	44	nibilam	3	n i b i l a m	"stem, ""its tongue"""
TIMBE	tim	tongue	1205	44	elewot	5	e l e w o t	"stem, ""its tongue"""
NABAK	naf	tongue	1205	44	namb~arem	3	n a mb~ a r e m	?its tongue?
MOMOLILI	mci	tongue	1205	44	namb~alaN	3	n a mb~ a l a N	?its tongue?
KATE	kmg	claw	72	45	misiN	1	m i s i N	
MAPE_2	mlh	claw	72	45	yuyuN	2	y u y u N	
DEDUA	ded	claw	72	45	boN	3	b o N	
HUBE	kgf	claw	72	45	boNsewe	3	b o N s e w e	
TOBO	tbv	claw	72	45	kawon	4	k a w o n	
KOSORONG	ksr	claw	72	45	kosi	5	k o s i	
MINDIK	bmu	claw	72	45	kesot	6	k e s o t	
BURUM	bmu	claw	72	45	kambo	7	k a m b o	
ONO	ons	claw	72	45	zolip	8	z o l i p	
KOMBA	kpf	claw	72	45	pakit	9	p a k i t	
SELEPET	spl	claw	72	45	pekat	9	p e k a t	
TIMBE	tim	claw	72	45	pekat	9	p e k a t	
NABAK	naf	claw	72	45	p3luk	10	p 3 l u k	
MOMOLILI	mci	claw	72	45	ciNg3Ng3N	11	c i N g 3 N g 3 N	
KATE	kmg	foot	1301	46	kike	1	k i k e	
MAPE_2	mlh	foot	1301	46	kigo	1	k i g o	
DEDUA	ded	foot	1301	46	hani	2	h a n i	
HUBE	kgf	foot	1301	46	heni	2	h e n i	
TOBO	tbv	foot	1301	46	kani	2	k a n i	
KOSORONG	ksr	foot	1301	46	kani	2	k a n i	
MINDIK	bmu	foot	1301	46	kana	2	k a n a	
BURUM	bmu	foot	1301	46	kana	2	k a n a	
ONO	ons	foot	1301	46	ki	1	k i	
KOMBA	kpf	foot	1301	46	ki	1	k i	
SELEPET	spl	foot	1301	46	koi	1	k o i	
TIMBE	tim	foot	1301	46	kei	1	k e i	
NABAK	naf	foot	1301	46	set	3	s e t	
MOMOLILI	mci	foot	1301	46	k3t	4	k 3 t	
KATE	kmg	knee	1371	47	dieN	1	d i e N	"stem, ""his knee"""
MAPE_2	mlh	knee	1371	47	dieN	1	d i e N	
DEDUA	ded	knee	1371	47	fakuruN	2	f a k u r u N	"stem, ""his knee"""
HUBE	kgf	knee	1371	47	simiN	3	s i m i N	"stem, ""his knee"""
TOBO	tbv	knee	1371	47	simin	3	s i m i n	"stem, ""his knee"""
KOSORONG	ksr	knee	1371	47	simiN	3	s i m i N	
MINDIK	bmu	knee	1371	47	simin	3	s i m i n	
BURUM	bmu	knee	1371	47	simin	3	s i m i n	
ONO	ons	knee	1371	47	wawet	4	w a w e t	"stem, ""his knee"""
KOMBA	kpf	knee	1371	47	simin	3	s i m i n	"stem, ""his knee"""
SELEPET	spl	knee	1371	47	pawut	5	p a w u t	"stem, ""his knee"""
TIMBE	tim	knee	1371	47	powut	5	p o w u t	"stem, ""his knee"""
NABAK	naf	knee	1371	47	kpet	6	k p e t	"stem, ""his knee"""
MOMOLILI	mci	knee	1371	47	kpekakpat3	7	k p e k a k p a t 3	?his knee?
KATE	kmg	hand	1277	48	me	1	m e	"stem, ""his hand"""
MAPE_2	mlh	hand	1277	48	me	1	m e	
DEDUA	ded	hand	1277	48	mari	2	m a r i	"stem, ""his hand"""
HUBE	kgf	hand	1277	48	meri	2	m e r i	"stem, ""his hand"""
TOBO	tbv	hand	1277	48	moro	2	m o r o	"stem, ""his hand"""
KOSORONG	ksr	hand	1277	48	borok	3	b o r o k	
MINDIK	bmu	hand	1277	48	cot	4	c o t	
BURUM	bmu	hand	1277	48	boro	2	b o r o	
ONO	ons	hand	1277	48	me	1	m e	"stem, ""his hand"""
KOMBA	kpf	hand	1277	48	bit	5	b i t	"stem, ""his hand"""
SELEPET	spl	hand	1277	48	bot	5	b o t	"stem, ""his hand"""
TIMBE	tim	hand	1277	48	bot	5	b o t	"stem, ""his hand"""
NABAK	naf	hand	1277	48	bet	5	b e t	"stem, ""his hand"""
MOMOLILI	mci	hand	1277	48	b3t	5	b 3 t	"stem, ""his hand"""
KATE	kmg	belly	1251	49	bu	1	b u	
MAPE_2	mlh	belly	1251	49	ata	2	a t a	
DEDUA	ded	belly	1251	49	kera	3	k e r a	
HUBE	kgf	belly	1251	49	tomeN	4	t o m e N	
TOBO	tbv	belly	1251	49	kerap	3	k e r a p	
KOSORONG	ksr	belly	1251	49	keri	3	k e r i	
MINDIK	bmu	belly	1251	49	irip	5	i r i p	
BURUM	bmu	belly	1251	49	golom	6	g o l o m	
ONO	ons	belly	1251	49	kai	7	k a i	
KOMBA	kpf	belly	1251	49	tip	8	t i p	
SELEPET	spl	belly	1251	49	tep	8	t e p	
TIMBE	tim	belly	1251	49	tep	8	t e p	
NABAK	naf	belly	1251	49	tip	8	t i p	
MOMOLILI	mci	belly	1251	49	tip	8	t i p	
KATE	kmg	neck	1333	50	upe	1	u p e	
MAPE_2	mlh	neck	1333	50	upe	1	u p e	
DEDUA	ded	neck	1333	50	upe	1	u p e	
HUBE	kgf	neck	1333	50	ebasi~gla	2	e b a si~ g l a	
TOBO	tbv	neck	1333	50	cel	3	c e l	
KOSORONG	ksr	neck	1333	50	are	4	a r e	
MINDIK	bmu	neck	1333	50	col	3	c o l	
BURUM	bmu	neck	1333	50	col	3	c o l	
ONO	ons	neck	1333	50	ebi	1	e b i	
KOMBA	kpf	neck	1333	50	godu	5	g o d u	
SELEPET	spl	neck	1333	50	obe	1	o b e	
TIMBE	tim	neck	1333	50	han	6	h a n	
NABAK	naf	neck	1333	50	Nande	7	N a n d e	
MOMOLILI	mci	neck	1333	50	andeN	7	a n d e N	
KATE	kmg	breast	1402	51	moN	1	m o N	
MAPE_2	mlh	breast	1402	51	moN	1	m o N	
DEDUA	ded	breast	1402	51	namu	2	n a m u	
HUBE	kgf	breast	1402	51	namu	2	n a m u	
TOBO	tbv	breast	1402	51	namo	2	n a m o	
KOSORONG	ksr	breast	1402	51	acu	3	a c u	
MINDIK	bmu	breast	1402	51	cucu	3	c u c u	
BURUM	bmu	breast	1402	51	cucu	3	c u c u	
ONO	ons	breast	1402	51	Namu	2	N a m u	
KOMBA	kpf	breast	1402	51	nam	2	n a m	
SELEPET	spl	breast	1402	51	nam	2	n a m	
TIMBE	tim	breast	1402	51	nam	2	n a m	
NABAK	naf	breast	1402	51	nam	2	n a m	
MOMOLILI	mci	breast	1402	51	nam	2	n a m	
KATE	kmg	heart	1223	52	bu hondoN	1	b u _ h o n d o N	
MAPE_2	mlh	heart	1223	52	maki koruN	2	m a k i _ k o r u N	
DEDUA	ded	heart	1223	52	woso honduN	3	w o s o _ h o n d u N	
HUBE	kgf	heart	1223	52	webogokme	4	w e b o g o k m e	
TOBO	tbv	heart	1223	52	wel bot	5	w e l _ b o t	
KOSORONG	ksr	heart	1223	52	bakota	6	b a k o t a	
MINDIK	bmu	heart	1223	52	wel bot	5	w e l _ b o t	
BURUM	bmu	heart	1223	52	wel bot	5	w e l _ b o t	
ONO	ons	heart	1223	52	kombaNi	7	k o m b a N i	
KOMBA	kpf	heart	1223	52	kabiam	8	k a b i a m	
SELEPET	spl	heart	1223	52	kabiam	8	k a b i a m	
TIMBE	tim	heart	1223	52	okot	9	o k o t	
NABAK	naf	heart	1223	52	gum k3t	10	g u m _ k 3 t	
MOMOLILI	mci	heart	1223	52	wemb3 k3t	11	w e m b 3 _ k 3 t	
KATE	kmg	eat	1336	55	no	1	n o	
MAPE_2	mlh	eat	1336	55	na	1	n a	
DEDUA	ded	eat	1336	55	ne	1	n e	
HUBE	kgf	eat	1336	55	ne	1	n e	
TOBO	tbv	eat	1336	55	ne	1	n e	
KOSORONG	ksr	eat	1336	55	ne	1	n e	
MINDIK	bmu	eat	1336	55	ne	1	n e	
BURUM	bmu	eat	1336	55	ne	1	n e	
ONO	ons	eat	1336	55	ni	1	n i	
KOMBA	kpf	eat	1336	55	ni	1	n i	
SELEPET	spl	eat	1336	55	ni	1	n i	
TIMBE	tim	eat	1336	55	ni	1	n i	
NABAK	naf	eat	1336	55	ni	1	n i	
MOMOLILI	mci	eat	1336	55	nin	1	n i n	
KATE	kmg	bite	1403	56	ki	1	k i	
MAPE_2	mlh	bite	1403	56	ki	1	k i	
DEDUA	ded	bite	1403	56	ki	1	k i	
HUBE	kgf	bite	1403	56	ki	1	k i	
TOBO	tbv	bite	1403	56	ki	1	k i	
KOSORONG	ksr	bite	1403	56	ki	1	k i	
MINDIK	bmu	bite	1403	56	yoho	2	y o h o	
BURUM	bmu	bite	1403	56	yoho	2	y o h o	
ONO	ons	bite	1403	56	ki	1	k i	
KOMBA	kpf	bite	1403	56	zihi	2	z i h i	
SELEPET	spl	bite	1403	56	ihi	2	i h i	
TIMBE	tim	bite	1403	56	ihi	2	i h i	
NABAK	naf	bite	1403	56	i	2	i	
MOMOLILI	mci	bite	1403	56	ye	3	y e	
KATE	kmg	see	1409	57	honenu	1	h o n e n u	"stem, ""he sees me"""
MAPE_2	mlh	see	1409	57	Nonenu	1	N o n e n u	
DEDUA	ded	see	1409	57	nen	2	n e n	"stem, ""he sees me"""
HUBE	kgf	see	1409	57	ni	3	n i	"stem, ""he sees me"""
TOBO	tbv	see	1409	57	nen	2	n e n	"stem, ""he sees me"""
KOSORONG	ksr	see	1409	57	ni	3	n i	
MINDIK	bmu	see	1409	57	nek	4	n e k	
BURUM	bmu	see	1409	57	nek	4	n e k	
ONO	ons	see	1409	57	nan	2	n a n	"stem, ""he sees me"""
KOMBA	kpf	see	1409	57	nek	4	n e k	"stem, ""he sees me"""
SELEPET	spl	see	1409	57	nek	4	n e k	"stem, ""he sees me"""
TIMBE	tim	see	1409	57	nek	4	n e k	"stem, ""he sees me"""
NABAK	naf	see	1409	57	ni	3	n i	"stem, ""he sees me"""
MOMOLILI	mci	see	1409	57	n3x3i	5	n 3 x 3 i	"stem, ""he sees me"""
KATE	kmg	know	1410	59	mana	1	m a n a	
MAPE_2	mlh	know	1410	59	mane	1	m a n e	
DEDUA	ded	know	1410	59	negen	2	n e g e n	
HUBE	kgf	know	1410	59	nin	3	n i n	
TOBO	tbv	know	1410	59	nin	3	n i n	
KOSORONG	ksr	know	1410	59	mo	4	m o	
MINDIK	bmu	know	1410	59	mo	4	m o	
BURUM	bmu	know	1410	59	ma	4	m a	
ONO	ons	know	1410	59	deri	5	d e r i	
KOMBA	kpf	know	1410	59	naga	6	n a g a	
SELEPET	spl	know	1410	59	naga	6	n a g a	
TIMBE	tim	know	1410	59	nogo	6	n o g o	
NABAK	naf	know	1410	59	noi	7	n o i	
MOMOLILI	mci	know	1410	59	niNge	6	n i N g e	
KATE	kmg	sleep	1585	60	fo	1	f o	
MAPE_2	mlh	sleep	1585	60	kp~e	2	kp~ e	
DEDUA	ded	sleep	1585	60	fe	1	f e	
HUBE	kgf	sleep	1585	60	fe	1	f e	
TOBO	tbv	sleep	1585	60	goohe	3	g oo h e	
KOSORONG	ksr	sleep	1585	60	e	1	e	
MINDIK	bmu	sleep	1585	60	aho	4	a h o	
BURUM	bmu	sleep	1585	60	aho	4	a h o	
ONO	ons	sleep	1585	60	pa	5	p a	
KOMBA	kpf	sleep	1585	60	zi	6	z i	
SELEPET	spl	sleep	1585	60	i	6	i	
TIMBE	tim	sleep	1585	60	ye	6	y e	
NABAK	naf	sleep	1585	60	we	7	w e	
MOMOLILI	mci	sleep	1585	60	we	7	w e	
KATE	kmg	die	1494	61	homo	1	h o m o	"stem, ""he dies"""
MAPE_2	mlh	die	1494	61	kome	1	k o m e	
DEDUA	ded	die	1494	61	home	1	h o m e	"stem, ""he dies"""
HUBE	kgf	die	1494	61	humu	1	h u m u	"stem, ""he dies"""
TOBO	tbv	die	1494	61	komu	1	k o m u	"stem, ""he dies"""
KOSORONG	ksr	die	1494	61	komu	1	k o m u	
MINDIK	bmu	die	1494	61	komu	1	k o m u	
BURUM	bmu	die	1494	61	komu	1	k o m u	
ONO	ons	die	1494	61	seuki	2	s e u k i	"stem, ""he dies"""
KOMBA	kpf	die	1494	61	mu	3	m u	"stem, ""he dies"""
SELEPET	spl	die	1494	61	mu	3	m u	"stem, ""he dies"""
TIMBE	tim	die	1494	61	mo	3	m o	"stem, ""he dies"""
NABAK	naf	die	1494	61	g3ki	4	g 3 k i	"stem, ""he dies"""
MOMOLILI	mci	die	1494	61	g3ki	4	g 3 k i	"stem, ""he dies"""
KATE	kmg	come	1446	66	wefu	1	w e f u	"stem, ""he comes"""
MAPE_2	mlh	come	1446	66	wape	2	w a p e	
DEDUA	ded	come	1446	66	ere	3	e r e	"stem, ""he comes"""
HUBE	kgf	come	1446	66	ere	3	e r e	"stem, ""he comes"""
TOBO	tbv	come	1446	66	ka	4	k a	"stem, ""he comes"""
KOSORONG	ksr	come	1446	66	wa	5	w a	
MINDIK	bmu	come	1446	66	ka	4	k a	
BURUM	bmu	come	1446	66	ka	4	k a	
ONO	ons	come	1446	66	sa	6	s a	"stem, ""he comes"""
KOMBA	kpf	come	1446	66	ga	4	g a	"stem, ""he comes"""
SELEPET	spl	come	1446	66	ga	4	g a	"stem, ""he comes"""
TIMBE	tim	come	1446	66	gu	4	g u	"stem, ""he comes"""
NABAK	naf	come	1446	66	kpe	7	k p e	"stem, ""he comes"""
MOMOLILI	mci	come	1446	66	ko	8	k o	"stem, ""he comes"""
KATE	kmg	sit	1416	68	Ne	1	N e	
MAPE_2	mlh	sit	1416	68	Ne	1	N e	
DEDUA	ded	sit	1416	68	tak	2	t a k	
HUBE	kgf	sit	1416	68	tak	2	t a k	
TOBO	tbv	sit	1416	68	ta	2	t a	
KOSORONG	ksr	sit	1416	68	ra	2	r a	
MINDIK	bmu	sit	1416	68	ta	2	t a	
BURUM	bmu	sit	1416	68	ta	2	t a	
ONO	ons	sit	1416	68	meri	3	m e r i	
KOMBA	kpf	sit	1416	68	ta	2	t a	
SELEPET	spl	sit	1416	68	ta	2	t a	
TIMBE	tim	sit	1416	68	ta	2	t a	
NABAK	naf	sit	1416	68	ta	2	t a	
MOMOLILI	mci	sit	1416	68	ta	2	t a	
KATE	kmg	stand	1442	69	doma	1	d o m a	
MAPE_2	mlh	stand	1442	69	dimi	1	d i m i	
DEDUA	ded	stand	1442	69	nan	2	n a n	
HUBE	kgf	stand	1442	69	nan	2	n a n	
TOBO	tbv	stand	1442	69	nan	2	n a n	
KOSORONG	ksr	stand	1442	69	nan	2	n a n	
MINDIK	bmu	stand	1442	69	kin	3	k i n	
BURUM	bmu	stand	1442	69	kin	3	k i n	
ONO	ons	stand	1442	69	okore	4	o k o r e	
KOMBA	kpf	stand	1442	69	kin	3	k i n	
SELEPET	spl	stand	1442	69	kin	3	k i n	
TIMBE	tim	stand	1442	69	kin	3	k i n	
NABAK	naf	stand	1442	69	ta	5	t a	
MOMOLILI	mci	stand	1442	69	ta	5	t a	
KATE	kmg	give	1447	70	nare	1	n a r e	
MAPE_2	mlh	give	1447	70	nare	1	n a r e	
DEDUA	ded	give	1447	70	nen	2	n e n	
HUBE	kgf	give	1447	70	nen	2	n e n	
TOBO	tbv	give	1447	70	nem	2	n e m	
KOSORONG	ksr	give	1447	70	non	2	n o n	
MINDIK	bmu	give	1447	70	niNgi	3	n i N g i	
BURUM	bmu	give	1447	70	niNgi	3	n i N g i	
ONO	ons	give	1447	70	nin	2	n i n	
KOMBA	kpf	give	1447	70	nih	3	n i h	
SELEPET	spl	give	1447	70	nihi	3	n i h i	
TIMBE	tim	give	1447	70	niN	3	n i N	
NABAK	naf	give	1447	70	nai	4	n a i	
MOMOLILI	mci	give	1447	70	naka	5	n a k a	
KATE	kmg	say	1458	71	mu	1	m u	
MAPE_2	mlh	say	1458	71	mi	1	m i	
DEDUA	ded	say	1458	71	de	2	d e	
HUBE	kgf	say	1458	71	ce	2	c e	
TOBO	tbv	say	1458	71	ci	2	c i	
KOSORONG	ksr	say	1458	71	co	2	c o	
MINDIK	bmu	say	1458	71	ci	2	c i	
BURUM	bmu	say	1458	71	ci	2	c i	
ONO	ons	say	1458	71	ra	3	r a	
KOMBA	kpf	say	1458	71	s	2	s	
SELEPET	spl	say	1458	71	y	2	y	
TIMBE	tim	say	1458	71	ma	4	m a	
NABAK	naf	say	1458	71	cei	2	c e i	
MOMOLILI	mci	say	1458	71	c3	2	c 3	
KATE	kmg	sun	1343	72	coaN	1	c o a N	
MAPE_2	mlh	sun	1343	72	wegi	2	w e g i	
DEDUA	ded	sun	1343	72	wonak	3	w o n a k	
HUBE	kgf	sun	1343	72	kaiwe	4	k a i w e	
TOBO	tbv	sun	1343	72	kaiwe	4	k a i w e	
KOSORONG	ksr	sun	1343	72	weN	5	w e N	
MINDIK	bmu	sun	1343	72	wehon	6	w e h o n	
BURUM	bmu	sun	1343	72	welgon	6	w e l g o n	
ONO	ons	sun	1343	72	kaiwe	4	k a i w e	
KOMBA	kpf	sun	1343	72	mirosiN	7	m i r o s i N	
SELEPET	spl	sun	1343	72	dewuto	8	d e w u t o	
TIMBE	tim	sun	1343	72	poiap	9	p o i a p	
NABAK	naf	sun	1343	72	k3suk	10	k 3 s u k	
MOMOLILI	mci	sun	1343	72	k3su	11	k 3 s u	
KATE	kmg	moon	1313	73	mosa	1	m o s a	
MAPE_2	mlh	moon	1313	73	mosa	1	m o s a	
DEDUA	ded	moon	1313	73	afo	2	a f o	
HUBE	kgf	moon	1313	73	komoN	3	k o m o N	
TOBO	tbv	moon	1313	73	kombol	3	k o m b o l	
KOSORONG	ksr	moon	1313	73	koiN	4	k o i N	
MINDIK	bmu	moon	1313	73	kaiN	4	k a i N	
BURUM	bmu	moon	1313	73	kain	4	k a i n	
ONO	ons	moon	1313	73	meso	1	m e s o	
KOMBA	kpf	moon	1313	73	kain	4	k a i n	
SELEPET	spl	moon	1313	73	emesenNe	5	e m e s e n N e	
TIMBE	tim	moon	1313	73	dewuto hodohon gotNe	6	d e w u t o _ h o d o h o n _ g o t N e	
NABAK	naf	moon	1313	73	eyoNge	7	e y o N g e	
MOMOLILI	mci	moon	1313	73	3yoNga	7	3 y o N g a	
KATE	kmg	star	1430	74	bopiN	1	b o p i N	
MAPE_2	mlh	star	1430	74	bopiN	1	b o p i N	
DEDUA	ded	star	1430	74	bopiN	1	b o p i N	
HUBE	kgf	star	1430	74	sikiru	2	s i k i r u	
TOBO	tbv	star	1430	74	sekelo	2	s e k e l o	
KOSORONG	ksr	star	1430	74	seNgeleu	2	s e N g e l e u	
MINDIK	bmu	star	1430	74	seNgelau	2	s e N g e l a u	
BURUM	bmu	star	1430	74	seNgelau	2	s e N g e l a u	
ONO	ons	star	1430	74	serekiN	3	s e r e k i N	
KOMBA	kpf	star	1430	74	segelak	2	s e g e l a k	
SELEPET	spl	star	1430	74	petu	4	p e t u	
TIMBE	tim	star	1430	74	pituN	4	p i t u N	
NABAK	naf	star	1430	74	wenzim	5	w e n z i m	
MOMOLILI	mci	star	1430	74	c3m3rinc~3	6	c 3 m 3 r i nc~ 3	
KATE	kmg	water	948	75	opo	1	o p o	
MAPE_2	mlh	water	948	75	owu	2	o w u	
DEDUA	ded	water	948	75	doku	3	d o k u	
HUBE	kgf	water	948	75	doku	3	d o k u	
TOBO	tbv	water	948	75	duku	3	d u k u	
KOSORONG	ksr	water	948	75	apuk	4	a p u k	
MINDIK	bmu	water	948	75	ou	2	o u	
BURUM	bmu	water	948	75	ou	2	o u	
ONO	ons	water	948	75	doku	3	d o k u	
KOMBA	kpf	water	948	75	to	5	t o	
SELEPET	spl	water	948	75	to	5	t o	
TIMBE	tim	water	948	75	tu	5	t u	
NABAK	naf	water	948	75	tu	5	t u	
MOMOLILI	mci	water	948	75	tu	5	t u	
KATE	kmg	rain	658	76	hoe	1	h o e	
MAPE_2	mlh	rain	658	76	kue	1	k u e	
DEDUA	ded	rain	658	76	kia	1	k i a	
HUBE	kgf	rain	658	76	kia	1	k i a	
TOBO	tbv	rain	658	76	kia	1	k i a	
KOSORONG	ksr	rain	658	76	koN	2	k o N	
MINDIK	bmu	rain	658	76	kie	1	k i e	
BURUM	bmu	rain	658	76	kie	1	k i e	
ONO	ons	rain	658	76	koia	1	k o i a	
KOMBA	kpf	rain	658	76	map	3	m a p	
SELEPET	spl	rain	658	76	gelok	4	g e l o k	
TIMBE	tim	rain	658	76	tonok	5	t o n o k	
NABAK	naf	rain	658	76	map	3	m a p	
MOMOLILI	mci	rain	658	76	ma	3	m a	
KATE	kmg	stone	857	77	kp~ono	1	kp~ o n o	
MAPE_2	mlh	stone	857	77	kok	2	k o k	
DEDUA	ded	stone	857	77	hok	2	h o k	
HUBE	kgf	stone	857	77	gokmea	3	g o k m e a	
TOBO	tbv	stone	857	77	baNa	4	b a N a	
KOSORONG	ksr	stone	857	77	camok	5	c a m o k	
MINDIK	bmu	stone	857	77	kot	6	k o t	
BURUM	bmu	stone	857	77	kot	6	k o t	
ONO	ons	stone	857	77	wesi	7	w e s i	
KOMBA	kpf	stone	857	77	kot	6	k o t	
SELEPET	spl	stone	857	77	kot	6	k o t	
TIMBE	tim	stone	857	77	kot	6	k o t	
NABAK	naf	stone	857	77	nanc~3N	8	n a nc~ 3 N	
MOMOLILI	mci	stone	857	77	nanc~a	8	n a nc~ a	
KATE	kmg	sand	671	78	moNgeN	1	m o N g e N	
MAPE_2	mlh	sand	671	78	mageN	1	m a g e N	
DEDUA	ded	sand	671	78	moNgeN	1	m o N g e N	
HUBE	kgf	sand	671	78	sakesa	2	s a k e s a	
TOBO	tbv	sand	671	78	sak	2	s a k	
KOSORONG	ksr	sand	671	78	sakasiN	2	s a k a s i N	
MINDIK	bmu	sand	671	78	sakosiN	2	s a k o s i N	
BURUM	bmu	sand	671	78	sak	2	s a k	
ONO	ons	sand	671	78	gb~alak	3	gb~ a l a k	
KOMBA	kpf	sand	671	78	sak	2	s a k	
SELEPET	spl	sand	671	78	sak	2	s a k	
TIMBE	tim	sand	671	78	sak	2	s a k	
NABAK	naf	sand	671	78	gambibit	4	g a m b i b i t	
MOMOLILI	mci	sand	671	78	gaNa	5	g a N a	
KATE	kmg	earth	1228	79	moreN	1	m o r e N	
MAPE_2	mlh	earth	1228	79	moreN	1	m o r e N	
DEDUA	ded	earth	1228	79	baNek	2	b a N e k	
HUBE	kgf	earth	1228	79	baek	2	b a e k	
TOBO	tbv	earth	1228	79	bait	2	b a i t	
KOSORONG	ksr	earth	1228	79	namok	3	n a m o k	
MINDIK	bmu	earth	1228	79	baloN	4	b a l o N	
BURUM	bmu	earth	1228	79	golme	5	g o l m e	
ONO	ons	earth	1228	79	kepe	6	k e p e	
KOMBA	kpf	earth	1228	79	an	7	a n	
SELEPET	spl	earth	1228	79	hon	7	h o n	
TIMBE	tim	earth	1228	79	hon	7	h o n	
NABAK	naf	earth	1228	79	misat	8	m i s a t	
MOMOLILI	mci	earth	1228	79	misa	8	m i s a	
KATE	kmg	cloud	1489	80	karora7	1	k a r o r a 7	
MAPE_2	mlh	cloud	1489	80	goweN	2	g o w e N	
DEDUA	ded	cloud	1489	80	kurumeN	3	k u r u m e N	
HUBE	kgf	cloud	1489	80	hosesu	4	h o s e s u	
TOBO	tbv	cloud	1489	80	kosu	4	k o s u	
KOSORONG	ksr	cloud	1489	80	kosuk	4	k o s u k	
MINDIK	bmu	cloud	1489	80	kousu	4	k o u s u	
BURUM	bmu	cloud	1489	80	kousu	4	k o u s u	
ONO	ons	cloud	1489	80	kezoN	5	k e z o N	
KOMBA	kpf	cloud	1489	80	sasa	6	s a s a	
SELEPET	spl	cloud	1489	80	elem	7	e l e m	
TIMBE	tim	cloud	1489	80	hamadat	8	h a m a d a t	
NABAK	naf	cloud	1489	80	canca	9	c a n c a	
MOMOLILI	mci	cloud	1489	80	kumbu	10	k u m b u	
KATE	kmg	smoke	778	81	hoso7	1	h o s o 7	
MAPE_2	mlh	smoke	778	81	kosok	1	k o s o k	
DEDUA	ded	smoke	778	81	husuk	1	h u s u k	
HUBE	kgf	smoke	778	81	hofak	1	h o f a k	
TOBO	tbv	smoke	778	81	kasak	1	k a s a k	
KOSORONG	ksr	smoke	778	81	kasok	1	k a s o k	
MINDIK	bmu	smoke	778	81	kowak	1	k o w a k	
BURUM	bmu	smoke	778	81	kasak	1	k a s a k	
ONO	ons	smoke	778	81	Naup	2	N a u p	
KOMBA	kpf	smoke	778	81	mudo	3	m u d o	
SELEPET	spl	smoke	778	81	utun	4	u t u n	
